날짜,유입채널,디바이스,유입,가입,장바구니,결제시작,결제완료,채널친구,광고동의
2026-07-20,뉴스레터,모바일,27,7,2,1,1,6,4
2026-07-20,뉴스레터,PC,9,2,1,0,0,2,1
2026-07-21,자연검색,모바일,97,12,3,1,1,11,8
2026-07-21,자연검색,PC,35,6,1,0,0,5,3
2026-07-21,유료검색,모바일,89,11,3,1,0,10,7
2026-07-21,유료검색,PC,34,6,1,0,0,5,4
2026-07-21,메타광고,모바일,87,11,2,1,0,9,6
2026-07-21,메타광고,PC,26,3,1,0,0,2,1
2026-07-21,인스타,모바일,46,6,1,0,0,5,4
2026-07-21,인스타,PC,20,3,1,0,0,3,2
2026-07-21,뉴스레터,모바일,28,6,2,1,1,5,4
2026-07-21,뉴스레터,PC,8,2,1,0,0,2,1
2026-07-22,자연검색,모바일,102,12,3,1,1,11,8
2026-07-22,자연검색,PC,35,5,1,0,0,4,3
2026-07-22,유료검색,모바일,89,11,2,1,0,9,7
2026-07-22,유료검색,PC,30,4,1,0,0,4,3
2026-07-22,메타광고,모바일,84,7,2,1,0,7,5
2026-07-22,메타광고,PC,26,3,1,0,0,3,2
2026-07-22,인스타,모바일,48,6,1,0,0,5,4
2026-07-22,인스타,PC,16,2,0,0,0,2,1
2026-07-22,뉴스레터,모바일,24,6,2,1,1,5,4
2026-07-22,뉴스레터,PC,9,2,1,1,1,2,1
2026-07-23,자연검색,모바일,92,12,3,1,0,11,8
2026-07-23,자연검색,PC,35,6,2,1,1,5,3
2026-07-23,유료검색,모바일,102,14,4,1,0,11,8
2026-07-23,유료검색,PC,30,5,2,1,1,4,3
2026-07-23,메타광고,모바일,69,7,2,1,0,6,5
2026-07-23,메타광고,PC,25,2,1,0,0,2,1
2026-07-23,인스타,모바일,51,5,1,0,0,5,4
2026-07-23,인스타,PC,15,2,0,0,0,2,1
2026-07-23,뉴스레터,모바일,22,4,2,1,1,3,2
2026-07-23,뉴스레터,PC,8,2,1,1,1,2,1
2026-07-24,자연검색,모바일,117,14,4,1,0,12,8
2026-07-24,자연검색,PC,39,6,2,1,0,6,4
2026-07-24,유료검색,모바일,111,14,3,1,0,13,10
2026-07-24,유료검색,PC,37,5,1,0,0,4,3
2026-07-24,메타광고,모바일,72,8,2,1,0,7,5
2026-07-24,메타광고,PC,28,3,1,0,0,2,1
2026-07-24,인스타,모바일,48,6,1,0,0,5,4
2026-07-24,인스타,PC,17,2,0,0,0,2,1
2026-07-24,뉴스레터,모바일,28,8,4,2,1,7,5
2026-07-24,뉴스레터,PC,8,2,1,0,0,2,1
2026-07-25,자연검색,모바일,92,15,4,1,1,13,9
2026-07-25,자연검색,PC,31,5,2,1,1,5,4
2026-07-25,유료검색,모바일,82,11,2,1,0,9,6
2026-07-25,유료검색,PC,31,5,1,0,0,5,4
2026-07-25,메타광고,모바일,65,8,1,0,0,6,4
2026-07-25,메타광고,PC,24,3,1,0,0,2,2
2026-07-25,인스타,모바일,44,5,1,0,0,4,3
2026-07-25,인스타,PC,14,2,1,0,0,2,2
2026-07-25,뉴스레터,모바일,21,5,2,1,1,5,4
2026-07-25,뉴스레터,PC,7,2,1,1,1,2,1
2026-07-26,자연검색,모바일,84,10,2,1,0,9,6
2026-07-26,자연검색,PC,35,5,1,0,0,5,4
2026-07-26,유료검색,모바일,78,10,3,1,1,8,5
2026-07-26,유료검색,PC,34,5,1,0,0,4,3
2026-07-26,메타광고,모바일,68,7,2,1,0,5,4
2026-07-26,메타광고,PC,27,4,1,0,0,4,3
2026-07-26,인스타,모바일,43,4,1,0,0,4,3
2026-07-26,인스타,PC,14,1,0,0,0,1,1
2026-07-26,뉴스레터,모바일,22,5,2,1,1,5,3
2026-07-26,뉴스레터,PC,8,2,1,1,1,2,1
2026-07-27,자연검색,모바일,111,16,4,1,1,14,10
2026-07-27,자연검색,PC,43,7,2,1,0,6,4
2026-07-27,유료검색,모바일,96,13,4,1,0,10,7
2026-07-27,유료검색,PC,33,5,1,0,0,4,3
2026-07-27,메타광고,모바일,86,9,2,1,0,8,6
2026-07-27,메타광고,PC,28,4,1,0,0,4,3
2026-07-27,인스타,모바일,46,5,1,0,0,4,3
2026-07-27,인스타,PC,18,3,1,0,0,2,1
2026-07-27,뉴스레터,모바일,26,7,3,1,1,6,4
2026-07-27,뉴스레터,PC,9,2,1,0,0,2,1
2026-07-28,자연검색,모바일,114,13,4,1,1,11,8
2026-07-28,자연검색,PC,43,8,3,1,0,7,5
2026-07-28,유료검색,모바일,102,12,3,1,0,10,7
2026-07-28,유료검색,PC,36,5,1,0,0,5,4
2026-07-28,메타광고,모바일,87,9,2,0,0,8,6
2026-07-28,메타광고,PC,33,4,1,0,0,4,3
2026-07-28,인스타,모바일,49,6,1,0,0,5,4
2026-07-28,인스타,PC,21,3,1,0,0,2,1
2026-07-28,뉴스레터,모바일,25,6,2,1,1,5,4
2026-07-28,뉴스레터,PC,10,3,1,0,0,2,1
2026-07-29,자연검색,모바일,109,12,4,1,0,9,7
2026-07-29,자연검색,PC,38,6,2,1,1,5,4
2026-07-29,유료검색,모바일,95,12,2,1,0,11,8
2026-07-29,유료검색,PC,28,5,1,0,0,4,3
2026-07-29,메타광고,모바일,76,10,2,1,0,8,6
2026-07-29,메타광고,PC,24,3,1,0,0,2,1
2026-07-29,인스타,모바일,43,5,1,0,0,5,3
2026-07-29,인스타,PC,18,2,1,0,0,2,2
2026-07-29,뉴스레터,모바일,23,5,2,1,1,4,3
2026-07-29,뉴스레터,PC,8,2,1,0,0,2,1
2026-07-30,자연검색,모바일,91,12,3,1,0,10,7
2026-07-30,자연검색,PC,40,5,1,0,0,4,3
2026-07-30,유료검색,모바일,84,12,3,1,0,10,6
2026-07-30,유료검색,PC,32,5,1,0,0,4,3
2026-07-30,메타광고,모바일,67,7,1,0,0,6,4
2026-07-30,메타광고,PC,28,3,1,0,0,3,2
2026-07-30,인스타,모바일,50,6,1,0,0,5,4
2026-07-30,인스타,PC,17,2,0,0,0,2,1
2026-07-30,뉴스레터,모바일,25,6,3,1,0,5,4
2026-07-30,뉴스레터,PC,9,3,1,0,0,3,2
2026-07-31,자연검색,모바일,97,12,4,1,0,11,7
2026-07-31,자연검색,PC,36,5,1,0,0,4,3
2026-07-31,유료검색,모바일,103,12,3,1,0,10,7
2026-07-31,유료검색,PC,33,5,1,0,0,4,3
2026-07-31,메타광고,모바일,85,9,2,1,0,8,5
2026-07-31,메타광고,PC,26,4,1,0,0,3,2
2026-07-31,인스타,모바일,51,5,1,0,0,4,3
2026-07-31,인스타,PC,16,2,1,0,0,2,2
2026-07-31,뉴스레터,모바일,25,5,2,1,1,4,3
2026-07-31,뉴스레터,PC,8,2,1,1,1,2,1
2026-08-01,자연검색,모바일,91,10,3,1,0,9,6
2026-08-01,자연검색,PC,32,5,2,1,1,4,3
2026-08-01,유료검색,모바일,78,11,2,1,0,9,6
2026-08-01,유료검색,PC,27,4,1,0,0,3,2
2026-08-01,메타광고,모바일,62,6,1,0,0,5,4
2026-08-01,메타광고,PC,25,3,1,0,0,3,2
2026-08-01,인스타,모바일,43,4,1,0,0,3,2
2026-08-01,인스타,PC,13,1,0,0,0,1,1
2026-08-01,뉴스레터,모바일,18,4,1,0,0,3,2
2026-08-01,뉴스레터,PC,7,2,1,0,0,2,2
2026-08-02,자연검색,모바일,87,11,2,1,0,10,8
2026-08-02,자연검색,PC,31,5,2,1,1,4,3
2026-08-02,유료검색,모바일,76,11,2,1,0,10,7
2026-08-02,유료검색,PC,27,3,1,0,0,3,2
2026-08-02,메타광고,모바일,68,7,1,0,0,6,4
2026-08-02,메타광고,PC,24,3,1,0,0,3,2
2026-08-02,인스타,모바일,42,5,1,0,0,4,3
2026-08-02,인스타,PC,14,2,1,0,0,2,1
2026-08-02,뉴스레터,모바일,19,5,2,1,1,4,3
2026-08-02,뉴스레터,PC,6,2,1,0,0,2,1
2026-08-03,자연검색,모바일,114,14,4,1,0,12,8
2026-08-03,자연검색,PC,41,6,2,1,0,5,3
2026-08-03,유료검색,모바일,96,14,3,1,0,13,10
2026-08-03,유료검색,PC,37,6,1,0,0,5,3
2026-08-03,메타광고,모바일,78,8,1,0,0,7,5
2026-08-03,메타광고,PC,32,4,1,0,0,3,2
2026-08-03,인스타,모바일,56,6,1,0,0,5,4
2026-08-03,인스타,PC,18,3,1,0,0,3,2
2026-08-03,뉴스레터,모바일,31,7,2,1,0,6,4
2026-08-03,뉴스레터,PC,9,2,1,1,1,2,1
2026-08-04,자연검색,모바일,116,16,3,1,1,14,9
2026-08-04,자연검색,PC,40,6,1,0,0,5,3
2026-08-04,유료검색,모바일,99,10,3,1,0,9,6
2026-08-04,유료검색,PC,32,4,1,0,0,4,3
2026-08-04,메타광고,모바일,70,9,2,1,0,8,5
2026-08-04,메타광고,PC,29,3,1,0,0,2,1
2026-08-04,인스타,모바일,53,6,1,0,0,5,4
2026-08-04,인스타,PC,19,3,1,0,0,2,1
2026-08-04,뉴스레터,모바일,25,7,3,1,1,6,4
2026-08-04,뉴스레터,PC,9,2,1,1,1,2,1
2026-08-05,자연검색,모바일,115,18,5,1,0,15,11
2026-08-05,자연검색,PC,39,5,2,1,1,4,3
2026-08-05,유료검색,모바일,103,15,4,1,0,13,10
2026-08-05,유료검색,PC,34,6,1,0,0,5,3
2026-08-05,메타광고,모바일,82,7,2,1,0,6,4
2026-08-05,메타광고,PC,25,2,0,0,0,2,1
2026-08-05,인스타,모바일,46,5,1,0,0,4,3
2026-08-05,인스타,PC,18,2,1,0,0,2,1
2026-08-05,뉴스레터,모바일,25,5,2,1,1,4,3
2026-08-05,뉴스레터,PC,10,3,1,1,1,3,2
2026-08-06,자연검색,모바일,104,14,4,1,0,12,9
2026-08-06,자연검색,PC,39,7,2,1,1,5,3
2026-08-06,유료검색,모바일,92,14,4,1,0,13,9
2026-08-06,유료검색,PC,31,4,1,0,0,3,2
2026-08-06,메타광고,모바일,69,9,2,1,0,7,5
2026-08-06,메타광고,PC,30,4,1,0,0,3,2
2026-08-06,인스타,모바일,51,6,1,0,0,5,3
2026-08-06,인스타,PC,16,2,0,0,0,2,1
2026-08-06,뉴스레터,모바일,27,6,2,1,1,5,3
2026-08-06,뉴스레터,PC,9,2,1,0,0,2,1
2026-08-07,자연검색,모바일,112,14,4,1,1,12,9
2026-08-07,자연검색,PC,42,7,2,1,0,5,4
2026-08-07,유료검색,모바일,109,13,3,1,0,11,7
2026-08-07,유료검색,PC,38,6,2,1,1,5,3
2026-08-07,메타광고,모바일,79,9,2,1,0,8,6
2026-08-07,메타광고,PC,29,3,1,0,0,2,1
2026-08-07,인스타,모바일,48,6,1,0,0,5,3
2026-08-07,인스타,PC,20,3,1,0,0,3,2
2026-08-07,뉴스레터,모바일,26,5,2,1,1,4,3
2026-08-07,뉴스레터,PC,10,3,1,0,0,2,1
2026-08-08,자연검색,모바일,103,15,4,1,0,13,8
2026-08-08,자연검색,PC,33,6,2,1,1,5,4
2026-08-08,유료검색,모바일,97,13,3,1,0,11,8
2026-08-08,유료검색,PC,35,5,2,1,1,4,3
2026-08-08,메타광고,모바일,70,6,1,0,0,5,3
2026-08-08,메타광고,PC,28,3,1,0,0,2,1
2026-08-08,인스타,모바일,45,5,1,0,0,4,3
2026-08-08,인스타,PC,17,2,0,0,0,2,1
2026-08-08,뉴스레터,모바일,22,4,1,0,0,3,2
2026-08-08,뉴스레터,PC,9,3,1,0,0,3,2
2026-08-09,자연검색,모바일,109,14,4,1,1,12,9
2026-08-09,자연검색,PC,33,5,1,0,0,4,3
2026-08-09,유료검색,모바일,80,10,3,1,0,8,6
2026-08-09,유료검색,PC,29,3,1,0,0,2,1
2026-08-09,메타광고,모바일,71,7,1,0,0,6,5
2026-08-09,메타광고,PC,27,3,1,0,0,3,2
2026-08-09,인스타,모바일,45,5,1,0,0,4,3
2026-08-09,인스타,PC,18,2,0,0,0,2,2
2026-08-09,뉴스레터,모바일,24,5,2,1,1,5,4
2026-08-09,뉴스레터,PC,7,2,1,1,1,2,1
2026-08-10,자연검색,모바일,122,16,5,1,0,14,10
2026-08-10,자연검색,PC,45,6,2,1,0,5,3
2026-08-10,유료검색,모바일,121,16,4,1,0,14,9
2026-08-10,유료검색,PC,39,5,1,0,0,4,3
2026-08-10,메타광고,모바일,95,11,3,1,0,9,7
2026-08-10,메타광고,PC,30,3,1,0,0,2,2
2026-08-10,인스타,모바일,51,7,1,0,0,6,4
2026-08-10,인스타,PC,21,2,0,0,0,2,2
2026-08-10,뉴스레터,모바일,25,6,3,1,1,5,4
2026-08-10,뉴스레터,PC,10,2,1,0,0,2,1
2026-08-11,자연검색,모바일,101,15,4,1,1,13,9
2026-08-11,자연검색,PC,36,5,1,0,0,5,3
2026-08-11,유료검색,모바일,91,11,2,1,0,10,7
2026-08-11,유료검색,PC,36,6,2,1,1,5,4
2026-08-11,메타광고,모바일,83,9,2,1,0,8,5
2026-08-11,메타광고,PC,26,3,1,0,0,2,2
2026-08-11,인스타,모바일,56,8,1,0,0,6,5
2026-08-11,인스타,PC,20,3,1,0,0,3,2
2026-08-11,뉴스레터,모바일,25,6,2,1,1,6,4
2026-08-11,뉴스레터,PC,8,2,1,0,0,2,2
2026-08-12,자연검색,모바일,116,17,3,1,0,15,10
2026-08-12,자연검색,PC,41,7,2,1,1,5,3
2026-08-12,유료검색,모바일,99,11,2,1,0,9,6
2026-08-12,유료검색,PC,37,6,1,0,0,5,4
2026-08-12,메타광고,모바일,84,9,2,0,0,8,6
2026-08-12,메타광고,PC,25,4,1,0,0,3,2
2026-08-12,인스타,모바일,52,5,1,0,0,4,3
2026-08-12,인스타,PC,16,2,0,0,0,2,1
2026-08-12,뉴스레터,모바일,23,5,2,1,1,4,3
2026-08-12,뉴스레터,PC,9,3,1,0,0,3,2
2026-08-13,자연검색,모바일,114,13,4,1,0,12,8
2026-08-13,자연검색,PC,42,7,2,1,0,7,5
2026-08-13,유료검색,모바일,94,14,4,1,0,11,8
2026-08-13,유료검색,PC,32,4,1,0,0,3,2
2026-08-13,메타광고,모바일,70,8,1,0,0,7,5
2026-08-13,메타광고,PC,27,3,1,0,0,2,2
2026-08-13,인스타,모바일,45,6,1,0,0,5,4
2026-08-13,인스타,PC,19,2,0,0,0,2,2
2026-08-13,뉴스레터,모바일,23,5,2,1,0,4,3
2026-08-13,뉴스레터,PC,10,3,1,0,0,2,1
2026-08-14,자연검색,모바일,88,12,3,1,0,10,6
2026-08-14,자연검색,PC,36,6,1,0,0,5,4
2026-08-14,유료검색,모바일,92,10,2,1,1,8,6
2026-08-14,유료검색,PC,29,4,1,0,0,4,3
2026-08-14,메타광고,모바일,77,8,1,0,0,7,5
2026-08-14,메타광고,PC,26,3,1,0,0,3,2
2026-08-14,인스타,모바일,42,5,1,0,0,5,4
2026-08-14,인스타,PC,15,2,0,0,0,2,1
2026-08-14,뉴스레터,모바일,24,6,3,1,1,6,4
2026-08-14,뉴스레터,PC,8,2,1,0,0,2,1
2026-08-15,자연검색,모바일,95,12,4,1,0,10,7
2026-08-15,자연검색,PC,31,5,1,0,0,4,3
2026-08-15,유료검색,모바일,84,11,3,1,0,9,7
2026-08-15,유료검색,PC,32,4,1,0,0,3,2
2026-08-15,메타광고,모바일,65,8,2,0,0,7,4
2026-08-15,메타광고,PC,26,3,1,0,0,3,2
2026-08-15,인스타,모바일,44,4,1,0,0,4,3
2026-08-15,인스타,PC,14,2,0,0,0,2,1
2026-08-15,뉴스레터,모바일,21,6,2,1,1,5,4
2026-08-15,뉴스레터,PC,7,2,1,1,1,2,1
2026-08-16,자연검색,모바일,97,15,4,1,0,12,8
2026-08-16,자연검색,PC,31,5,1,0,0,5,3
2026-08-16,유료검색,모바일,89,13,3,1,0,12,8
2026-08-16,유료검색,PC,31,4,1,0,0,3,2
2026-08-16,메타광고,모바일,71,7,1,0,0,6,4
2026-08-16,메타광고,PC,22,3,1,0,0,2,1
2026-08-16,인스타,모바일,48,5,1,0,0,5,4
2026-08-16,인스타,PC,18,2,0,0,0,2,2
2026-08-16,뉴스레터,모바일,25,6,2,1,1,5,4
2026-08-16,뉴스레터,PC,7,2,1,0,0,2,1
2026-08-17,자연검색,모바일,113,14,3,1,0,12,9
2026-08-17,자연검색,PC,37,6,1,0,0,5,3
2026-08-17,유료검색,모바일,95,10,3,1,0,8,5
2026-08-17,유료검색,PC,36,4,1,0,0,3,2
2026-08-17,메타광고,모바일,85,9,2,1,0,9,7
2026-08-17,메타광고,PC,26,3,1,0,0,3,2
2026-08-17,인스타,모바일,47,5,1,0,0,4,3
2026-08-17,인스타,PC,18,2,0,0,0,2,1
2026-08-17,뉴스레터,모바일,26,7,2,1,1,6,4
2026-08-17,뉴스레터,PC,9,2,1,0,0,2,1
2026-08-18,자연검색,모바일,103,16,5,1,0,14,11
2026-08-18,자연검색,PC,42,5,2,1,0,5,3
2026-08-18,유료검색,모바일,104,13,3,1,0,11,7
2026-08-18,유료검색,PC,35,4,1,0,0,3,2
2026-08-18,메타광고,모바일,76,7,1,0,0,6,4
2026-08-18,메타광고,PC,32,5,1,0,0,4,3
2026-08-18,인스타,모바일,51,5,1,0,0,5,4
2026-08-18,인스타,PC,18,2,1,0,0,2,1
2026-08-18,뉴스레터,모바일,29,7,3,1,1,6,4
2026-08-18,뉴스레터,PC,9,2,1,0,0,2,1
2026-08-19,자연검색,모바일,119,18,5,1,0,16,10
2026-08-19,자연검색,PC,43,7,2,1,0,7,5
2026-08-19,유료검색,모바일,97,11,2,1,0,10,7
2026-08-19,유료검색,PC,34,5,1,0,0,4,3
2026-08-19,메타광고,모바일,91,10,2,1,0,8,5
2026-08-19,메타광고,PC,33,4,1,0,0,4,3
2026-08-19,인스타,모바일,49,5,1,0,0,4,3
2026-08-19,인스타,PC,19,3,1,0,0,3,2
2026-08-19,뉴스레터,모바일,27,7,3,1,0,5,3
2026-08-19,뉴스레터,PC,10,3,1,0,0,2,1
2026-08-20,자연검색,모바일,101,16,4,1,0,13,9
2026-08-20,자연검색,PC,32,5,1,0,0,4,3
2026-08-20,유료검색,모바일,86,9,2,1,0,8,5
2026-08-20,유료검색,PC,35,6,2,1,0,6,4
2026-08-20,메타광고,모바일,77,8,2,1,0,7,5
2026-08-20,메타광고,PC,28,3,1,0,0,2,2
2026-08-20,인스타,모바일,46,5,1,0,0,4,3
2026-08-20,인스타,PC,17,2,1,0,0,2,2
2026-08-20,뉴스레터,모바일,26,6,2,1,1,5,3
2026-08-20,뉴스레터,PC,8,2,1,1,1,2,1
2026-08-21,자연검색,모바일,113,17,5,1,0,14,10
2026-08-21,자연검색,PC,35,5,2,1,1,5,4
2026-08-21,유료검색,모바일,96,11,3,1,0,10,6
2026-08-21,유료검색,PC,34,5,1,0,0,4,3
2026-08-21,메타광고,모바일,80,10,2,1,0,9,7
2026-08-21,메타광고,PC,29,4,1,0,0,3,2
2026-08-21,인스타,모바일,53,5,1,0,0,4,3
2026-08-21,인스타,PC,16,2,0,0,0,2,1
2026-08-21,뉴스레터,모바일,27,7,3,1,0,6,4
2026-08-21,뉴스레터,PC,9,2,1,1,1,2,1
2026-08-22,자연검색,모바일,108,17,4,1,0,15,10
2026-08-22,자연검색,PC,32,4,1,0,0,4,3
2026-08-22,유료검색,모바일,82,9,2,1,0,8,6
2026-08-22,유료검색,PC,32,4,1,0,0,3,2
2026-08-22,메타광고,모바일,75,7,1,0,0,6,4
2026-08-22,메타광고,PC,27,4,1,0,0,3,2
2026-08-22,인스타,모바일,51,6,1,0,0,5,3
2026-08-22,인스타,PC,18,2,0,0,0,2,1
2026-08-22,뉴스레터,모바일,22,6,3,1,1,5,3
2026-08-22,뉴스레터,PC,9,2,1,0,0,2,1
2026-08-23,자연검색,모바일,114,15,3,1,1,13,8
2026-08-23,자연검색,PC,36,6,2,1,1,5,4
2026-08-23,유료검색,모바일,88,11,3,1,0,10,7
2026-08-23,유료검색,PC,37,4,1,0,0,3,2
2026-08-23,메타광고,모바일,75,8,2,1,0,7,5
2026-08-23,메타광고,PC,26,3,1,0,0,3,2
2026-08-23,인스타,모바일,44,6,1,0,0,5,3
2026-08-23,인스타,PC,19,3,1,0,0,3,2
2026-08-23,뉴스레터,모바일,26,5,2,1,1,4,3
2026-08-23,뉴스레터,PC,9,2,1,0,0,2,2
2026-08-24,자연검색,모바일,124,13,3,1,0,11,7
2026-08-24,자연검색,PC,47,7,2,1,1,6,4
2026-08-24,유료검색,모바일,107,11,3,1,0,9,7
2026-08-24,유료검색,PC,38,5,2,1,1,4,3
2026-08-24,메타광고,모바일,84,9,2,1,0,7,5
2026-08-24,메타광고,PC,34,4,1,0,0,3,2
2026-08-24,인스타,모바일,64,8,2,1,0,7,5
2026-08-24,인스타,PC,22,3,1,0,0,3,2
2026-08-24,뉴스레터,모바일,31,6,3,1,1,5,3
2026-08-24,뉴스레터,PC,10,3,1,0,0,3,2
2026-08-25,자연검색,모바일,125,19,5,1,1,18,13
2026-08-25,자연검색,PC,38,5,1,0,0,5,3
2026-08-25,유료검색,모바일,104,14,3,1,1,12,8
2026-08-25,유료검색,PC,37,5,2,1,0,4,3
2026-08-25,메타광고,모바일,82,10,2,1,0,9,7
2026-08-25,메타광고,PC,31,4,1,0,0,4,3
2026-08-25,인스타,모바일,49,6,1,0,0,5,4
2026-08-25,인스타,PC,19,2,0,0,0,2,2
2026-08-25,뉴스레터,모바일,25,5,2,1,1,5,4
2026-08-25,뉴스레터,PC,9,2,1,0,0,2,1
2026-08-26,자연검색,모바일,101,15,3,1,1,14,9
2026-08-26,자연검색,PC,40,6,2,1,0,6,4
2026-08-26,유료검색,모바일,106,15,3,1,0,14,10
2026-08-26,유료검색,PC,36,6,2,1,0,6,4
2026-08-26,메타광고,모바일,77,7,1,0,0,5,4
2026-08-26,메타광고,PC,26,3,1,0,0,3,2
2026-08-26,인스타,모바일,55,6,1,0,0,5,4
2026-08-26,인스타,PC,17,2,1,0,0,2,2
2026-08-26,뉴스레터,모바일,29,7,3,1,0,6,4
2026-08-26,뉴스레터,PC,9,2,1,1,0,2,2
2026-08-27,자연검색,모바일,98,15,3,1,0,12,8
2026-08-27,자연검색,PC,40,5,2,1,0,4,3
2026-08-27,유료검색,모바일,111,16,4,1,0,15,10
2026-08-27,유료검색,PC,36,6,2,1,0,5,3
2026-08-27,메타광고,모바일,79,9,2,1,0,7,5
2026-08-27,메타광고,PC,26,3,1,0,0,2,1
2026-08-27,인스타,모바일,51,7,2,1,0,6,5
2026-08-27,인스타,PC,20,2,1,0,0,2,1
2026-08-27,뉴스레터,모바일,24,4,1,0,0,3,2
2026-08-27,뉴스레터,PC,9,2,1,1,1,2,1
2026-08-28,자연검색,모바일,121,19,5,1,0,17,12
2026-08-28,자연검색,PC,36,6,1,0,0,6,4
2026-08-28,유료검색,모바일,96,14,3,1,0,12,8
2026-08-28,유료검색,PC,32,4,1,0,0,4,3
2026-08-28,메타광고,모바일,84,10,2,1,0,9,7
2026-08-28,메타광고,PC,26,3,1,0,0,3,2
2026-08-28,인스타,모바일,53,6,1,0,0,5,4
2026-08-28,인스타,PC,20,3,1,0,0,3,2
2026-08-28,뉴스레터,모바일,26,7,2,1,1,6,4
2026-08-28,뉴스레터,PC,9,3,1,0,0,2,2
2026-08-29,자연검색,모바일,96,15,4,1,0,12,8
2026-08-29,자연검색,PC,34,4,1,0,0,4,3
2026-08-29,유료검색,모바일,88,10,3,1,1,8,6
2026-08-29,유료검색,PC,27,4,1,0,0,4,3
2026-08-29,메타광고,모바일,64,7,1,0,0,6,4
2026-08-29,메타광고,PC,20,3,1,0,0,2,1
2026-08-29,인스타,모바일,39,4,1,0,0,4,3
2026-08-29,인스타,PC,15,2,0,0,0,2,2
2026-08-29,뉴스레터,모바일,21,6,2,1,1,5,3
2026-08-29,뉴스레터,PC,7,2,1,1,1,2,1
2026-08-30,자연검색,모바일,88,12,2,1,1,9,6
2026-08-30,자연검색,PC,36,6,1,0,0,5,4
2026-08-30,유료검색,모바일,95,12,3,1,0,11,8
2026-08-30,유료검색,PC,27,4,1,0,0,4,3
2026-08-30,메타광고,모바일,67,7,1,0,0,6,5
2026-08-30,메타광고,PC,25,3,1,0,0,3,2
2026-08-30,인스타,모바일,41,5,1,0,0,5,3
2026-08-30,인스타,PC,14,2,1,0,0,2,1
2026-08-30,뉴스레터,모바일,22,5,2,1,1,4,3
2026-08-30,뉴스레터,PC,8,2,1,0,0,2,1
2026-08-31,자연검색,모바일,99,12,2,1,1,10,7
2026-08-31,자연검색,PC,43,7,2,1,1,6,4
2026-08-31,유료검색,모바일,98,14,3,1,0,11,7
2026-08-31,유료검색,PC,34,4,1,0,0,3,2
2026-08-31,메타광고,모바일,83,8,2,1,0,7,5
2026-08-31,메타광고,PC,29,3,1,0,0,3,2
2026-08-31,인스타,모바일,49,5,1,0,0,4,3
2026-08-31,인스타,PC,17,2,0,0,0,2,2
2026-08-31,뉴스레터,모바일,23,6,2,1,1,6,4
2026-08-31,뉴스레터,PC,10,3,1,0,0,3,2
2026-09-01,자연검색,모바일,107,13,3,1,1,11,7
2026-09-01,자연검색,PC,41,6,1,0,0,5,4
2026-09-01,유료검색,모바일,99,15,3,1,0,12,9
2026-09-01,유료검색,PC,36,4,1,0,0,3,2
2026-09-01,메타광고,모바일,88,8,2,1,0,6,5
2026-09-01,메타광고,PC,33,4,1,0,0,3,2
2026-09-01,인스타,모바일,57,5,1,0,0,5,4
2026-09-01,인스타,PC,18,2,1,0,0,2,2
2026-09-01,뉴스레터,모바일,30,8,3,1,0,7,5
2026-09-01,뉴스레터,PC,10,3,1,0,0,2,1
